FeedbackID,VisitID,FacilityID,FacilityName,SubmissionDate,FeedbackComments
373,39848,7,Emerald Urgent Care,2025-08-30,"Good experience, moderate wait time"
374,37864,2,Pacific Medical,2025-06-25,Parking was limited but wait was short
375,35853,4,Cascade Specialty Center,2025-05-01,Friendly staff made the visit very comfortable
376,41886,5,Marina Clinic,2025-10-27,"Wait was manageable, friendly team"
377,39277,2,Pacific Medical,2025-08-09,"Wait was typical, staff was okay"
378,816,5,Marina Clinic,2022-02-06,"Quick service, very friendly nursing staff"
379,13756,1,Mercy General,2023-07-01,"Wait was reasonable, parking was fine"
380,3952,5,Marina Clinic,2022-06-20,"Friendly and fast, excellent experience"
381,32589,3,Cascade Urgent Care,2025-01-25,"Parking near entrance, wait was average"
382,24372,5,Marina Clinic,2024-06-11,"Wait was reasonable, parking was fine"
383,32475,3,Cascade Urgent Care,2025-01-26,Staff was friendly and professional
384,38399,3,Cascade Urgent Care,2025-07-15,"Very friendly doctors, would recommend"
385,10292,1,Mercy General,2023-02-20,"Good experience, moderate wait time"
386,31547,1,Mercy General,2024-12-28,"Parking nearby, warm and friendly team"
387,1430,4,Cascade Specialty Center,2022-03-07,"Parking nearby, warm and friendly team"
388,41428,2,Pacific Medical,2025-10-15,Parking was limited but wait was short
389,10789,2,Pacific Medical,2023-03-15,"Friendly nurses, wait could be shorter"
390,33659,2,Pacific Medical,2025-02-28,"Average visit, parking was fine"
391,3774,2,Pacific Medical,2022-06-11,"Average visit, parking was fine"
392,43135,1,Mercy General,2025-11-26,"Good care overall, parking could improve"
393,33686,2,Pacific Medical,2025-02-26,"Good care overall, parking could improve"
394,30298,1,Mercy General,2024-12-05,"Friendly and fast, excellent experience"
395,41937,3,Cascade Urgent Care,2025-10-29,The team was friendly and attentive
396,10793,6,Sacramento Valley Hospital,2023-03-11,"Quick service, very friendly nursing staff"
397,13177,2,Pacific Medical,2023-06-08,Parking was available and the care was great
398,30703,5,Marina Clinic,2024-12-15,"Friendly and fast, excellent experience"
399,18621,7,Emerald Urgent Care,2023-12-19,"Parking near entrance, wait was average"
400,19840,4,Cascade Specialty Center,2024-01-23,Parking was easy and the staff was friendly
401,6629,1,Mercy General,2022-10-15,"Wait was typical, staff was okay"
402,1228,1,Mercy General,2022-02-20,"Wait was typical, staff was okay"
403,27143,4,Cascade Specialty Center,2024-09-05,Friendly staff made the visit very comfortable
404,5710,1,Mercy General,2022-09-06,"Wait was reasonable, parking was fine"
405,4990,5,Marina Clinic,2022-08-04,"Parking available, wait was acceptable"
406,23434,2,Pacific Medical,2024-05-15,Staff was friendly and professional
407,30624,1,Mercy General,2024-12-10,"Wait was brief, friendly professional staff"
408,12850,5,Marina Clinic,2023-05-26,"Friendly nurses, wait could be shorter"
409,11637,2,Pacific Medical,2023-04-16,"Friendly doctor, clean and welcoming facility"
410,26982,1,Mercy General,2024-08-30,"Very friendly doctors, would recommend"
411,31305,2,Pacific Medical,2024-12-21,"Staff professional, some wait time"
412,8490,3,Cascade Urgent Care,2022-12-23,"Good care overall, parking could improve"
413,23754,2,Pacific Medical,2024-05-22,Friendly staff but parking was difficult
414,11532,2,Pacific Medical,2023-04-13,Parking took a while but staff friendly
415,41177,3,Cascade Urgent Care,2025-10-03,Wait was short and staff very friendly
416,16335,1,Mercy General,2023-10-13,"Friendly doctor, clean and welcoming facility"
417,7794,2,Pacific Medical,2022-11-28,Friendly staff but parking was difficult
418,2125,2,Pacific Medical,2022-04-02,The team was friendly and attentive
419,8203,1,Mercy General,2022-12-14,"Good experience, moderate wait time"
420,4998,2,Pacific Medical,2022-08-06,"Average visit, parking was fine"
421,18628,8,Spokane Specialty Center,2023-12-20,"Staff professional, some wait time"
422,38710,1,Mercy General,2025-07-23,"Wait was reasonable, parking was fine"
423,42856,4,Cascade Specialty Center,2025-11-23,"Average visit, parking was fine"
424,8212,2,Pacific Medical,2022-12-12,"Wait was typical, staff was okay"
425,15912,4,Cascade Specialty Center,2023-10-01,Parking was limited but wait was short
426,24111,3,Cascade Urgent Care,2024-06-02,"Great care, friendly staff and easy parking"
427,21922,4,Cascade Specialty Center,2024-03-23,Staff was friendly and professional
428,26382,1,Mercy General,2024-08-11,"Average visit, parking was fine"
429,28559,2,Pacific Medical,2024-10-22,"Friendly front desk, minimal wait time"
430,30297,6,Sacramento Valley Hospital,2024-12-07,"Good experience, moderate wait time"
431,14761,1,Mercy General,2023-08-14,Parking was available and the care was great
432,39323,6,Sacramento Valley Hospital,2025-08-10,"No wait at all, extremely friendly service"
433,14340,3,Cascade Urgent Care,2023-07-23,"Good care overall, parking could improve"
434,28591,2,Pacific Medical,2024-10-23,"Friendly nurses, wait could be shorter"
435,10124,6,Sacramento Valley Hospital,2023-02-19,"Wait was manageable, friendly team"
436,18193,3,Cascade Urgent Care,2023-12-10,"Friendly doctor, clean and welcoming facility"
437,31283,1,Mercy General,2024-12-22,Parking was available and the care was great
438,34587,1,Mercy General,2025-03-23,"Parking near entrance, wait was average"
439,20944,7,Emerald Urgent Care,2024-02-27,"Friendly and fast, excellent experience"
440,6124,6,Sacramento Valley Hospital,2022-09-25,"Friendly doctor, clean and welcoming facility"
441,25257,1,Mercy General,2024-07-04,The team was friendly and attentive
442,18800,2,Pacific Medical,2023-12-25,Friendly nurses throughout my stay
443,32396,1,Mercy General,2025-01-23,The team was friendly and attentive
444,25545,3,Cascade Urgent Care,2024-07-19,"Good experience, moderate wait time"
445,5452,1,Mercy General,2022-08-26,"Friendly doctor, clean and welcoming facility"
446,13718,5,Marina Clinic,2023-06-27,"Friendly nurses, wait could be shorter"
447,32892,1,Mercy General,2025-02-05,"No wait at all, extremely friendly service"
448,17609,7,Emerald Urgent Care,2023-11-26,Parking was easy and the staff was friendly
449,2292,1,Mercy General,2022-04-08,"Friendly nurses, wait could be shorter"
450,44360,1,Mercy General,2025-12-22,The team was friendly and attentive
451,33426,1,Mercy General,2025-02-20,Parking took a while but staff friendly
452,36059,1,Mercy General,2025-05-02,"Friendly nurses, wait could be shorter"
453,17958,6,Sacramento Valley Hospital,2023-12-07,Parking took a while but staff friendly
454,44512,1,Mercy General,2025-12-27,"Wait was reasonable, parking was fine"
455,8022,3,Cascade Urgent Care,2022-12-08,"Parking was a nightmare, long wait"
456,30319,1,Mercy General,2024-12-06,Parking was available and the care was great
457,29229,1,Mercy General,2024-11-09,"Great care, friendly staff and easy parking"
458,28299,3,Cascade Urgent Care,2024-10-11,"Good care overall, parking could improve"
459,14050,1,Mercy General,2023-07-11,"Wait was brief, friendly professional staff"
460,12249,1,Mercy General,2023-05-04,Parking took a while but staff friendly
461,43660,5,Marina Clinic,2025-12-10,"Good experience, moderate wait time"
462,859,4,Cascade Specialty Center,2022-02-09,"Friendly nurses, wait could be shorter"
463,4675,1,Mercy General,2022-07-19,"Good care overall, parking could improve"
464,1469,4,Cascade Specialty Center,2022-03-08,The team was friendly and attentive
465,22657,1,Mercy General,2024-04-22,"Wait was typical, staff was okay"
466,37534,7,Emerald Urgent Care,2025-06-14,"Average visit, parking was fine"
467,15808,2,Pacific Medical,2023-09-23,"No wait at all, extremely friendly service"
468,28266,1,Mercy General,2024-10-15,"Great care, friendly staff and easy parking"
469,9969,6,Sacramento Valley Hospital,2023-02-10,"Staff professional, some wait time"
470,8658,2,Pacific Medical,2022-12-27,"Wait was manageable, friendly team"
471,26342,1,Mercy General,2024-08-08,"Good experience, moderate wait time"
472,33923,6,Sacramento Valley Hospital,2025-03-06,"Good experience, moderate wait time"
473,26913,1,Mercy General,2024-09-03,"Average visit, parking was fine"
474,35363,5,Marina Clinic,2025-04-19,"No wait at all, extremely friendly service"
475,29333,6,Sacramento Valley Hospital,2024-11-10,"Good experience, moderate wait time"
476,17984,4,Cascade Specialty Center,2023-12-08,"Great care, friendly staff and easy parking"
477,27775,1,Mercy General,2024-09-24,"No wait at all, extremely friendly service"
478,24313,4,Cascade Specialty Center,2024-06-08,"Friendly front desk, minimal wait time"
479,10573,6,Sacramento Valley Hospital,2023-03-06,"Staff professional, some wait time"
480,22644,1,Mercy General,2024-04-17,Long wait and unfriendly front desk
481,43757,1,Mercy General,2025-12-14,"Friendly nurses, wait could be shorter"
482,25275,1,Mercy General,2024-07-07,Friendly nurses throughout my stay
483,43848,8,Spokane Specialty Center,2025-12-13,Parking was available and the care was great
484,3187,4,Cascade Specialty Center,2022-05-19,"Friendly care team, parking was convenient"
485,35441,1,Mercy General,2025-04-19,"Decent experience, wait a bit long"
486,20191,1,Mercy General,2024-02-01,"Good experience, moderate wait time"
487,43512,1,Mercy General,2025-12-04,"Friendly front desk, minimal wait time"
488,4655,2,Pacific Medical,2022-07-21,Parking was limited but wait was short
489,35350,1,Mercy General,2025-04-16,"Friendly doctor, clean and welcoming facility"
490,22796,1,Mercy General,2024-04-26,"Wait was brief, friendly professional staff"
491,12034,4,Cascade Specialty Center,2023-05-03,"Parking was close, very friendly staff"
492,38578,2,Pacific Medical,2025-07-15,"Good experience, moderate wait time"
493,36703,1,Mercy General,2025-05-24,"Wait was typical, staff was okay"
494,26999,3,Cascade Urgent Care,2024-09-04,"Friendly and fast, excellent experience"
495,40368,4,Cascade Specialty Center,2025-09-11,Staff was friendly and professional
496,21915,5,Marina Clinic,2024-03-23,"Very friendly doctors, would recommend"
497,1592,1,Mercy General,2022-03-13,"Parking available, wait was acceptable"
498,42194,4,Cascade Specialty Center,2025-11-04,"Friendly doctor, clean and welcoming facility"
499,1187,2,Pacific Medical,2022-02-22,"Wait was typical, staff was okay"
500,35925,5,Marina Clinic,2025-05-01,"Friendly and fast, excellent experience"
501,21175,1,Mercy General,2024-03-03,Friendly staff but parking was difficult
502,9642,2,Pacific Medical,2023-01-30,"Friendly and fast, excellent experience"
503,11621,2,Pacific Medical,2023-04-13,Parking was available and the care was great
504,37201,1,Mercy General,2025-06-04,"Good care overall, parking could improve"
505,24404,6,Sacramento Valley Hospital,2024-06-08,"Wait was frustrating, parking not clearly marked"
506,9883,3,Cascade Urgent Care,2023-02-09,The team was friendly and attentive
507,21126,6,Sacramento Valley Hospital,2024-02-28,"Average visit, parking was fine"
508,22264,1,Mercy General,2024-04-07,The team was friendly and attentive
509,35953,2,Pacific Medical,2025-05-05,Parking was available and the care was great
510,26215,1,Mercy General,2024-08-02,"Great care, friendly staff and easy parking"
511,42317,2,Pacific Medical,2025-11-06,"Average visit, parking was fine"
512,41700,6,Sacramento Valley Hospital,2025-10-18,"Wait was typical, staff was okay"
513,31576,2,Pacific Medical,2024-12-30,"Friendly care team, parking was convenient"
514,11598,2,Pacific Medical,2023-04-12,"Parking near entrance, wait was average"
515,22104,4,Cascade Specialty Center,2024-03-30,"Quick service, very friendly nursing staff"
516,28764,4,Cascade Specialty Center,2024-10-25,"Wait was brief, friendly professional staff"
517,27745,2,Pacific Medical,2024-09-25,Friendly staff but parking was difficult
518,18723,1,Mercy General,2023-12-25,"Parking was close, very friendly staff"
519,17797,1,Mercy General,2023-12-02,Parking was available and the care was great
520,5987,1,Mercy General,2022-09-20,"Decent experience, wait a bit long"
521,5763,1,Mercy General,2022-09-08,"Staff professional, some wait time"
522,2178,2,Pacific Medical,2022-04-04,"Wait was brief, friendly professional staff"
523,12991,3,Cascade Urgent Care,2023-06-06,"Parking available, wait was acceptable"
524,23254,4,Cascade Specialty Center,2024-05-08,Parking was easy and the staff was friendly
525,36987,5,Marina Clinic,2025-06-03,"Friendly front desk, minimal wait time"
526,20405,4,Cascade Specialty Center,2024-02-07,Parking was available and the care was great
527,26180,3,Cascade Urgent Care,2024-08-01,"Good experience, moderate wait time"
528,15126,1,Mercy General,2023-08-26,Friendly staff but parking was difficult
529,23106,2,Pacific Medical,2024-05-06,"Parking available, wait was acceptable"
530,26220,1,Mercy General,2024-08-07,"Staff professional, some wait time"
531,43804,4,Cascade Specialty Center,2025-12-13,Friendly staff made the visit very comfortable
532,33723,1,Mercy General,2025-03-01,"Parking nearby, warm and friendly team"
533,36167,2,Pacific Medical,2025-05-09,"Friendly nurses, wait could be shorter"
534,39079,1,Mercy General,2025-07-30,"Very friendly doctors, would recommend"
535,42996,3,Cascade Urgent Care,2025-11-25,"Friendly front desk, minimal wait time"
536,19824,1,Mercy General,2024-01-21,"Friendly doctor, clean and welcoming facility"
537,127,6,Sacramento Valley Hospital,2022-01-12,Staff was friendly and professional
538,37607,1,Mercy General,2025-06-17,"Friendly doctor, clean and welcoming facility"
539,43255,4,Cascade Specialty Center,2025-12-02,"Friendly and fast, excellent experience"
540,8783,5,Marina Clinic,2022-12-31,Friendly staff but parking was difficult
541,31992,8,Spokane Specialty Center,2025-01-07,"Quick service, very friendly nursing staff"
542,7151,5,Marina Clinic,2022-11-06,Parking was available and the care was great
543,36822,2,Pacific Medical,2025-05-24,Wait was short and staff very friendly
544,27644,1,Mercy General,2024-09-22,Parking was easy and the staff was friendly
545,30272,3,Cascade Urgent Care,2024-12-03,"No wait at all, extremely friendly service"
546,27524,5,Marina Clinic,2024-09-17,"Quick service, very friendly nursing staff"
547,39733,3,Cascade Urgent Care,2025-08-25,"Wait was brief, friendly professional staff"
548,28377,2,Pacific Medical,2024-10-16,"Staff professional, some wait time"
549,21705,1,Mercy General,2024-03-21,"Decent experience, wait a bit long"
550,11355,5,Marina Clinic,2023-04-05,"Parking was close, very friendly staff"
551,19521,1,Mercy General,2024-01-11,Parking took a while but staff friendly
552,40768,2,Pacific Medical,2025-09-21,Friendly staff but parking was difficult
553,36853,1,Mercy General,2025-05-27,"Friendly front desk, minimal wait time"
554,20974,1,Mercy General,2024-02-26,"Wait was reasonable, parking was fine"
555,11439,1,Mercy General,2023-04-06,"Friendly front desk, minimal wait time"
556,36106,2,Pacific Medical,2025-05-05,"Wait was reasonable, parking was fine"
557,20051,1,Mercy General,2024-01-30,"Decent experience, wait a bit long"
558,20272,6,Sacramento Valley Hospital,2024-02-02,The team was friendly and attentive
559,20345,6,Sacramento Valley Hospital,2024-02-01,Friendly staff made the visit very comfortable
560,15102,2,Pacific Medical,2023-08-25,Staff was friendly and professional
561,3661,3,Cascade Urgent Care,2022-06-07,"Friendly and fast, excellent experience"
562,41648,2,Pacific Medical,2025-10-23,"Friendly nurses, wait could be shorter"
563,13858,7,Emerald Urgent Care,2023-07-09,Staff was friendly and professional
564,35511,2,Pacific Medical,2025-04-22,Friendly staff but parking was difficult
565,11492,2,Pacific Medical,2023-04-06,"Good care overall, parking could improve"
566,37795,8,Spokane Specialty Center,2025-06-22,Parking was limited but wait was short
567,14821,2,Pacific Medical,2023-08-12,"Very friendly doctors, would recommend"
568,33074,6,Sacramento Valley Hospital,2025-02-10,"Hard to find parking, disappointing wait"
569,36454,6,Sacramento Valley Hospital,2025-05-13,"Parking nearby, warm and friendly team"
570,27796,5,Marina Clinic,2024-09-24,Staff was friendly and professional
571,40430,4,Cascade Specialty Center,2025-09-14,"No wait at all, extremely friendly service"
572,18102,4,Cascade Specialty Center,2023-12-09,Parking was easy and the staff was friendly
573,24573,6,Sacramento Valley Hospital,2024-06-16,"Decent experience, wait a bit long"
574,6383,8,Spokane Specialty Center,2022-10-04,Parking was limited but wait was short
575,33188,1,Mercy General,2025-02-13,"Friendly and fast, excellent experience"
576,10188,2,Pacific Medical,2023-02-16,"Friendly front desk, minimal wait time"
577,22417,8,Spokane Specialty Center,2024-04-07,"Wait was reasonable, parking was fine"
578,10095,2,Pacific Medical,2023-02-14,Staff was friendly and professional
579,8221,1,Mercy General,2022-12-14,"Good experience, moderate wait time"
580,38664,2,Pacific Medical,2025-07-20,"Wait was reasonable, parking was fine"
581,27179,1,Mercy General,2024-09-10,Parking was easy and the staff was friendly
582,14865,2,Pacific Medical,2023-08-13,"Wait was reasonable, parking was fine"
583,9205,2,Pacific Medical,2023-01-16,"Wait was manageable, friendly team"
584,17384,1,Mercy General,2023-11-17,"Decent experience, wait a bit long"
585,3245,2,Pacific Medical,2022-05-24,Friendly nurses throughout my stay
586,5969,3,Cascade Urgent Care,2022-09-18,"Friendly and fast, excellent experience"
587,33937,2,Pacific Medical,2025-03-09,Wait was short and staff very friendly
588,25996,1,Mercy General,2024-07-30,"Wait was manageable, friendly team"
589,31204,1,Mercy General,2024-12-21,Staff was friendly and professional
590,20539,6,Sacramento Valley Hospital,2024-02-12,"Good care overall, parking could improve"
591,24703,2,Pacific Medical,2024-06-24,The team was friendly and attentive
592,11171,1,Mercy General,2023-03-28,The team was friendly and attentive
593,6980,3,Cascade Urgent Care,2022-10-31,"Parking nearby, warm and friendly team"
594,37585,4,Cascade Specialty Center,2025-06-18,"Parking nearby, warm and friendly team"
595,26219,2,Pacific Medical,2024-08-03,Parking was easy and the staff was friendly
596,30486,1,Mercy General,2024-12-07,"Parking near entrance, wait was average"
597,32446,1,Mercy General,2025-01-24,"Wait too long, parking lot was full"
598,40543,1,Mercy General,2025-09-18,"Wait was typical, staff was okay"
599,9466,6,Sacramento Valley Hospital,2023-01-19,"Parking was close, very friendly staff"
600,42051,1,Mercy General,2025-10-28,"Good care overall, parking could improve"
601,42937,2,Pacific Medical,2025-11-21,"Parking near entrance, wait was average"
602,43992,1,Mercy General,2025-12-12,"Wait was brief, friendly professional staff"
603,27617,5,Marina Clinic,2024-09-21,"Good experience, moderate wait time"
604,7668,4,Cascade Specialty Center,2022-11-26,The team was friendly and attentive
605,31054,1,Mercy General,2024-12-18,"Very friendly doctors, would recommend"
606,31329,8,Spokane Specialty Center,2024-12-23,"Average visit, parking was fine"
607,13938,1,Mercy General,2023-07-10,The team was friendly and attentive
608,35413,1,Mercy General,2025-04-16,"Good experience, moderate wait time"
609,44078,1,Mercy General,2025-12-20,"Decent experience, wait a bit long"
610,18118,1,Mercy General,2023-12-09,"Parking nearby, warm and friendly team"
611,33762,1,Mercy General,2025-02-26,Parking took a while but staff friendly
612,8247,5,Marina Clinic,2022-12-16,Parking was available and the care was great
613,44036,5,Marina Clinic,2025-12-16,Friendly staff but parking was difficult
614,22112,2,Pacific Medical,2024-04-01,"Wait was reasonable, parking was fine"
615,8845,3,Cascade Urgent Care,2023-01-02,"Parking near entrance, wait was average"
616,11978,6,Sacramento Valley Hospital,2023-04-25,Parking was easy and the staff was friendly
617,11498,2,Pacific Medical,2023-04-10,"Decent experience, wait a bit long"
618,8620,1,Mercy General,2022-12-25,Parking was easy and the staff was friendly
619,30180,2,Pacific Medical,2024-12-01,"Great care, friendly staff and easy parking"
620,28185,1,Mercy General,2024-10-11,Parking was limited but wait was short
621,42674,2,Pacific Medical,2025-11-16,"Staff professional, some wait time"
622,14253,1,Mercy General,2023-07-23,Staff was friendly and professional
623,38646,2,Pacific Medical,2025-07-19,"Parking near entrance, wait was average"
624,43555,2,Pacific Medical,2025-12-05,"Staff professional, some wait time"
625,16031,2,Pacific Medical,2023-10-01,Parking was easy and the staff was friendly
626,28325,7,Emerald Urgent Care,2024-10-12,"Parking was close, very friendly staff"
627,30685,8,Spokane Specialty Center,2024-12-15,"Friendly doctor, clean and welcoming facility"
628,7468,2,Pacific Medical,2022-11-16,"Parking available, wait was acceptable"
629,31153,3,Cascade Urgent Care,2024-12-22,"Great care, friendly staff and easy parking"
630,24606,2,Pacific Medical,2024-06-16,"Good care overall, parking could improve"
631,19957,4,Cascade Specialty Center,2024-01-25,The team was friendly and attentive
632,14197,2,Pacific Medical,2023-07-22,"Wait was reasonable, parking was fine"
633,24627,1,Mercy General,2024-06-20,"Friendly care team, parking was convenient"
634,30045,4,Cascade Specialty Center,2024-11-30,"Parking was close, very friendly staff"
635,543,1,Mercy General,2022-01-29,"Parking available, wait was acceptable"
636,10679,1,Mercy General,2023-03-12,Wait was short and staff very friendly
637,23746,2,Pacific Medical,2024-05-23,Friendly staff but parking was difficult
638,10517,1,Mercy General,2023-03-06,"Good experience, moderate wait time"
639,32305,3,Cascade Urgent Care,2025-01-17,Parking was available and the care was great
640,34230,2,Pacific Medical,2025-03-13,"Good experience, moderate wait time"
641,9552,1,Mercy General,2023-01-23,"Friendly and fast, excellent experience"
642,1727,4,Cascade Specialty Center,2022-03-20,Friendly nurses throughout my stay
643,18686,2,Pacific Medical,2023-12-21,"Very friendly doctors, would recommend"
644,15173,1,Mercy General,2023-08-29,"Parking nearby, warm and friendly team"
645,43556,3,Cascade Urgent Care,2025-12-10,"Parking was close, very friendly staff"
646,11500,2,Pacific Medical,2023-04-11,"Parking near entrance, wait was average"
647,5044,4,Cascade Specialty Center,2022-08-03,"Friendly care team, parking was convenient"
648,15996,2,Pacific Medical,2023-10-01,"Parking available, wait was acceptable"
649,11852,2,Pacific Medical,2023-04-20,"Decent experience, wait a bit long"
650,35993,3,Cascade Urgent Care,2025-05-04,"Friendly care team, parking was convenient"
651,8196,6,Sacramento Valley Hospital,2022-12-14,"Good care overall, parking could improve"
652,36929,2,Pacific Medical,2025-05-27,"Decent experience, wait a bit long"
653,44290,2,Pacific Medical,2025-12-23,"Parking available, wait was acceptable"
654,19222,3,Cascade Urgent Care,2024-01-07,Parking took a while but staff friendly
655,13795,4,Cascade Specialty Center,2023-07-04,Parking was available and the care was great
656,13211,1,Mercy General,2023-06-09,"Parking available, wait was acceptable"
657,17312,2,Pacific Medical,2023-11-15,"Too much wait time, parking was stressful"
658,10005,2,Pacific Medical,2023-02-13,"Very friendly doctors, would recommend"
659,1468,3,Cascade Urgent Care,2022-03-09,"Friendly front desk, minimal wait time"
660,12989,1,Mercy General,2023-05-31,Parking was easy and the staff was friendly
661,15728,1,Mercy General,2023-09-17,"Great care, friendly staff and easy parking"
662,10286,1,Mercy General,2023-02-21,Friendly staff but parking was difficult
663,30488,2,Pacific Medical,2024-12-07,"Friendly doctor, clean and welcoming facility"
664,154,1,Mercy General,2022-01-12,"Friendly nurses, wait could be shorter"
665,44292,5,Marina Clinic,2025-12-20,"Parking was close, very friendly staff"
666,42231,1,Mercy General,2025-11-03,Parking was easy and the staff was friendly
667,25348,1,Mercy General,2024-07-08,"Wait was reasonable, parking was fine"
668,28512,1,Mercy General,2024-10-17,Parking was available and the care was great
669,11225,2,Pacific Medical,2023-04-02,Long wait but friendly staff
670,38807,1,Mercy General,2025-07-28,Friendly staff made the visit very comfortable
671,18783,7,Emerald Urgent Care,2023-12-27,"Parking was close, very friendly staff"
672,37143,1,Mercy General,2025-06-05,"Not enough parking, had to wait a long time"
673,35558,2,Pacific Medical,2025-04-24,Parking was limited but wait was short
674,24084,4,Cascade Specialty Center,2024-06-04,Friendly nurses throughout my stay
675,18079,2,Pacific Medical,2023-12-06,"Wait was typical, staff was okay"
676,27915,1,Mercy General,2024-09-29,Staff was friendly and professional
677,31698,1,Mercy General,2025-01-01,"Great care, friendly staff and easy parking"
678,12603,6,Sacramento Valley Hospital,2023-05-18,"Quick service, very friendly nursing staff"
679,19464,1,Mercy General,2024-01-11,"Parking was a nightmare, long wait"
680,3828,1,Mercy General,2022-06-13,"Great care, friendly staff and easy parking"
681,41528,2,Pacific Medical,2025-10-17,"Wait was reasonable, parking was fine"
682,22490,2,Pacific Medical,2024-04-12,"Average visit, parking was fine"
683,29473,4,Cascade Specialty Center,2024-11-15,"Very friendly doctors, would recommend"
684,39548,2,Pacific Medical,2025-08-20,Friendly nurses throughout my stay
685,30834,1,Mercy General,2024-12-15,"Decent experience, wait a bit long"
686,30826,1,Mercy General,2024-12-18,"Wait was brief, friendly professional staff"
687,15026,2,Pacific Medical,2023-08-19,"Parking available, wait was acceptable"
688,13151,7,Emerald Urgent Care,2023-06-09,Friendly staff made the visit very comfortable
689,10693,3,Cascade Urgent Care,2023-03-14,"Decent experience, wait a bit long"
690,16344,2,Pacific Medical,2023-10-16,"Parking near entrance, wait was average"
691,30686,1,Mercy General,2024-12-17,"Average visit, parking was fine"
692,5597,1,Mercy General,2022-09-04,"Great care, friendly staff and easy parking"
693,33377,6,Sacramento Valley Hospital,2025-02-14,Friendly nurses throughout my stay
694,19260,5,Marina Clinic,2024-01-08,"Wait was reasonable, parking was fine"
695,11789,5,Marina Clinic,2023-04-21,"Decent experience, wait a bit long"
696,13419,2,Pacific Medical,2023-06-17,"Wait was reasonable, parking was fine"
697,35585,2,Pacific Medical,2025-04-22,Parking took a while but staff friendly
698,40436,4,Cascade Specialty Center,2025-09-14,Friendly staff made the visit very comfortable
699,6334,1,Mercy General,2022-10-02,"Very friendly doctors, would recommend"
700,24120,3,Cascade Urgent Care,2024-06-03,Parking was available and the care was great
701,25143,2,Pacific Medical,2024-07-03,"Good experience, moderate wait time"
702,9566,4,Cascade Specialty Center,2023-01-22,"Friendly front desk, minimal wait time"
703,7566,5,Marina Clinic,2022-11-19,"Parking was close, very friendly staff"
704,6047,4,Cascade Specialty Center,2022-09-20,Friendly staff but parking was difficult
705,2498,3,Cascade Urgent Care,2022-04-16,Parking was available and the care was great
706,38518,6,Sacramento Valley Hospital,2025-07-16,"Friendly front desk, minimal wait time"
707,21476,4,Cascade Specialty Center,2024-03-15,"No wait at all, extremely friendly service"
708,8989,2,Pacific Medical,2023-01-07,Wait was short and staff very friendly
709,31079,4,Cascade Specialty Center,2024-12-22,"Quick service, very friendly nursing staff"
710,3640,1,Mercy General,2022-06-02,"Great care, friendly staff and easy parking"
711,22185,1,Mercy General,2024-04-03,"Parking near entrance, wait was average"
712,21366,3,Cascade Urgent Care,2024-03-10,Friendly nurses throughout my stay
713,38629,2,Pacific Medical,2025-07-22,"Parking near entrance, wait was average"
714,18858,1,Mercy General,2023-12-27,"Good care overall, parking could improve"
715,30237,6,Sacramento Valley Hospital,2024-12-02,"Wait too long, parking lot was full"
716,33304,1,Mercy General,2025-02-14,The team was friendly and attentive
717,21854,1,Mercy General,2024-03-23,Staff was friendly and professional
718,44961,1,Mercy General,2026-01-05,Friendly staff but parking was difficult
719,20581,3,Cascade Urgent Care,2024-02-09,"Friendly front desk, minimal wait time"
720,37357,1,Mercy General,2025-06-11,"Good experience, moderate wait time"
721,30914,1,Mercy General,2024-12-15,Parking was difficult to find
722,2142,1,Mercy General,2022-04-06,Friendly nurses throughout my stay
723,2788,1,Mercy General,2022-05-03,"No wait at all, extremely friendly service"
724,40545,2,Pacific Medical,2025-09-20,"Friendly nurses, wait could be shorter"
725,14752,1,Mercy General,2023-08-14,"Decent experience, wait a bit long"
726,39326,2,Pacific Medical,2025-08-11,"Parking near entrance, wait was average"
727,39441,1,Mercy General,2025-08-12,"Staff professional, some wait time"
728,13796,6,Sacramento Valley Hospital,2023-07-01,"No wait at all, extremely friendly service"
729,1173,1,Mercy General,2022-02-24,"Parking available, wait was acceptable"
730,22536,2,Pacific Medical,2024-04-11,"Parking available, wait was acceptable"
731,10840,2,Pacific Medical,2023-03-18,"Good experience, moderate wait time"
732,8306,3,Cascade Urgent Care,2022-12-18,Friendly staff made the visit very comfortable
733,13293,4,Cascade Specialty Center,2023-06-13,"Friendly and fast, excellent experience"
734,5993,1,Mercy General,2022-09-22,"No wait at all, extremely friendly service"
735,41899,2,Pacific Medical,2025-10-24,"Very friendly doctors, would recommend"
736,14456,3,Cascade Urgent Care,2023-08-01,"Good experience, moderate wait time"
737,9388,2,Pacific Medical,2023-01-19,"Wait was reasonable, parking was fine"
738,44646,6,Sacramento Valley Hospital,2025-12-26,"Decent experience, wait a bit long"
739,32496,1,Mercy General,2025-01-23,"Parking was close, very friendly staff"
740,5932,1,Mercy General,2022-09-17,"Friendly and fast, excellent experience"
741,747,1,Mercy General,2022-02-03,"Wait was typical, staff was okay"
742,44047,1,Mercy General,2025-12-18,"Wait was typical, staff was okay"
743,31749,2,Pacific Medical,2025-01-02,Parking was easy and the staff was friendly
744,12377,2,Pacific Medical,2023-05-12,Parking took a while but staff friendly
745,36463,2,Pacific Medical,2025-05-13,"Wait was typical, staff was okay"
746,3149,2,Pacific Medical,2022-05-17,Parking took a while but staff friendly
