cis,nom_medicament,cause,classification,date_evenement,code_atc,molecule,laboratoire,nb_patients_ville,est_antihistaminique,annee,mois,trimestre,saison_allergies,cause_categorie
66504830,"ropivacaïne kabi 7,5 mg/ml, solution injectable en ampoule",Défaut d'approvisionnement en Article de Conditionnement,rupture,2024-08-11,N01BB09,Ropivacaïne,fresenius kabi france,,False,2024,8,3,0,Approvisionnement matiere
68678566,"vancomycine hikma 1 g, poudre pour solution à diluer pour perfusion",Problème qualité : Analyse non conforme,rupture,2024-08-31,J01XA01,Vancomycine,hikma farmaceutica (portugal),,False,2024,8,3,0,Autre
69772221,"lidocaine aguettant 20 mg/ml, solution injectable en seringue préremplie",Autre,rupture,2024-07-11,N01BB02,Lidocaïne,aguettant,,False,2024,7,3,0,Autre
63931916,"urapidil biogaran lp 60 mg, gélule à libération prolongée",Capacité de production insuffisante,rupture,2024-07-12,C02CA06,Urapidil,biogaran,8000.0,False,2024,7,3,0,Capacite production
63665248,"apomorphine viatris 5 mg/ml, solution injectable",Capacité de production insuffisante,rupture,2024-09-10,N04BC07,Apomorphine,viatris sante,300.0,False,2024,9,3,0,Capacite production
68439477,"clofarabine tillomed 1 mg/ml, solution à diluer pour perfusion",Autre,rupture,2024-07-01,L01BB06,Clofarabine,tillomed pharma (allemagne),,False,2024,7,3,0,Autre
62625119,"eplerenone eg 50 mg, comprimé pelliculé",Augmentation du volume de vente,rupture,2024-09-16,C03DA04,Eplérénone,eg labo - laboratoires eurogenerics,1000.0,False,2024,9,3,0,Augmentation demande
68115906,"ayvakyt 25 mg, comprimé pelliculé","Augmentation du volume de vente, Autre",rupture,2024-08-01,L01EX18,Avapritinib,blueprint medicines (pays-bas)),12.0,False,2024,8,3,0,Augmentation demande
60328261,"actiskenan 5 mg, comprimé orodispersible",Autre,rupture,2024-07-24,N02AA01,Morphine,ethypharm,2000.0,False,2024,7,3,0,Autre
60590630,"buprenorphine sandoz 6 mg, comprimé sublingual",Autre,rupture,2024-11-04,N07BC01,Buprénorphine,sandoz,1000.0,False,2024,11,4,0,Autre
68633208,"abiraterone cristers 500 mg, comprimé pelliculé",Défaut d'approvisionnement en Article de Conditionnement,rupture,2024-06-24,L02BX03,Abiratérone,cristers,90.0,False,2024,6,2,1,Approvisionnement matiere
62038794,"ofloxacine eg 200 mg, comprimé pelliculé sécable",Difficulté réglementaire,rupture,2024-05-27,J01MA01,Ofloxacine,eg labo - laboratoires eurogenerics,40000.0,False,2024,5,2,1,Autre
68633806,"sugammadex zentiva 100 mg/ml, solution injectable",Augmentation du volume de vente,rupture,2024-06-13,V03AB35,Sugammadex,zentiva france,,False,2024,6,2,1,Augmentation demande
68434003,"mimpara 90 mg, comprimé pelliculé",Problème qualité : Analyse non conforme,rupture,2024-06-10,H05BX01,Cinacalcet,amgen europe,2000.0,False,2024,6,2,1,Autre
63023578,"mimpara 30 mg, comprimé pelliculé",Problème qualité : Analyse non conforme,rupture,2024-06-10,H05BX01,Cinacalcet,amgen europe,20000.0,False,2024,6,2,1,Autre
67418398,"ramipril zentiva 10 mg, comprimé sécable",Capacité de production insuffisante,rupture,2024-06-12,C09AA05,Ramipril,zentiva france,70000.0,False,2024,6,2,1,Capacite production
63197924,"everolimus hcs 10 mg, comprimé",Capacité de production insuffisante,rupture,2024-06-30,L01EG02,Evérolimus,hcs (belgique),,False,2024,6,2,1,Capacite production
62024136,"adrenaline aguettant 0,1 mg/ml sans sulfite, solution injectable en seringue pré-remplie",Augmentation du volume de vente,rupture,2024-09-10,C01CA24,Epinéphrine,aguettant,,False,2024,9,3,0,Augmentation demande
64494476,"sandostatine l.p. 10 mg, poudre et solvant pour suspension injectable",Autre,rupture,2024-08-19,H01CB02,Octréotide,novartis pharma,500.0,False,2024,8,3,0,Autre
64970434,"morphine (chlorhydrate) aguettant 40 mg/ml, solution injectable",Capacité de production insuffisante,rupture,2024-08-21,N02AA01,Morphine,aguettant,700.0,False,2024,8,3,0,Capacite production
66313063,"chlorure de sodium 0,9 % aguettant, solution pour perfusion",Défaut d'approvisionnement en Article de Conditionnement,rupture,2024-10-24,B05XA03,Chlorure de sodium,aguettant,100000.0,False,2024,10,4,0,Approvisionnement matiere
66313063,"chlorure de sodium 0,9 % aguettant, solution pour perfusion",Capacité de production insuffisante,rupture,2024-08-08,B05XA03,Chlorure de sodium,aguettant,100000.0,False,2024,8,3,0,Capacite production
61182628,"metformine cristers pharma 500 mg, comprimé pelliculé",Capacité de production insuffisante,rupture,2024-09-30,A10BA02,Metformine,bluefish pharmaceuticals (suede),2000.0,False,2024,9,3,0,Capacite production
68504747,"candesartan/hydrochlorothiazide cristers 16 mg/12,5 mg, comprimé",Capacité de production insuffisante,rupture,2024-09-30,C09DA06,Candésartan et diurétiques,cristers,7000.0,False,2024,9,3,0,Capacite production
62190115,"methylprednisolone hikma 500 mg, poudre pour solution injectable",Autre,rupture,2024-10-10,H02AB04,Méthylprednisolone,hikma farmaceutica (portugal),,False,2024,10,4,0,Autre
61324091,"midazolam panpharma 5 mg/ml, solution injectable",Capacité de production insuffisante,rupture,2024-09-14,N05CD08,Midazolam,panpharma,,False,2024,9,3,0,Capacite production
67127720,"oxaliplatine kabi 5 mg/ml, solution à diluer pour perfusion",Augmentation du volume de vente,rupture,2024-08-30,L01XA03,Oxaliplatine,fresenius kabi france,,False,2024,8,3,0,Augmentation demande
62973200,"sertraline cristers pharma 25 mg, gélule",Augmentation du volume de vente,rupture,2024-08-05,N06AB06,Sertraline,cristers,3000.0,False,2024,8,3,0,Augmentation demande
63431715,"ciprofloxacine accord 500 mg, comprimé pelliculé",Défaut d'approvisionnement en Matière Première,rupture,2024-01-30,J01MA02,Ciprofloxacine,accord healthcare france,3000.0,False,2024,1,1,0,Approvisionnement matiere
64431910,"latanoprost eg 0,005 %, collyre en solution",Capacité de production insuffisante,rupture,2024-09-28,S01EE01,Latanoprost,eg labo - laboratoires eurogenerics,9000.0,False,2024,9,3,0,Capacite production
61457558,"spironolactone pfizer 50 mg, comprimé sécable",Défaut d'approvisionnement en Matière Première,rupture,2024-08-01,C03DA01,Spironolactone,pfizer holding france,10000.0,False,2024,8,3,0,Approvisionnement matiere
69075101,"pregabaline teva sante 50 mg, gélule",Augmentation du volume de vente,rupture,2024-10-14,N02BF02,Prégabaline,teva sante,30000.0,False,2024,10,4,0,Augmentation demande
68956396,"mitomycine accord 10 mg, poudre pour solution injectable / perfusion ou voie intravésicale",Augmentation du volume de vente,rupture,2024-07-22,L01DC03,Mitomycine,accord healthcare france,,False,2024,7,3,0,Augmentation demande
65355771,"mitomycine accord 20 mg, poudre pour solution injectable / perfusion ou voie intravésicale",Augmentation du volume de vente,rupture,2024-07-22,L01DC03,Mitomycine,accord healthcare france,,False,2024,7,3,0,Augmentation demande
66053847,"pemetrexed ever pharma 25 mg/ml, solution à diluer pour perfusion",Augmentation du volume de vente,rupture,2024-08-19,L01BA04,Pémétrexed,ever valinject (autriche),,False,2024,8,3,0,Augmentation demande
67390664,"ringer fresenius, solution pour perfusion",Capacité de production insuffisante,rupture,2024-08-09,B05BB01,Electrolytes,fresenius kabi france,,False,2024,8,3,0,Capacite production
69417640,"deferasirox teva 90 mg, comprimé pelliculé","Autre, Augmentation du volume de vente",rupture,2024-09-12,V03AC03,Déférasirox,teva sante,20.0,False,2024,9,3,0,Augmentation demande
64044205,"acide zoledronique sandoz 4 mg/100 ml, solution pour perfusion",Autre,rupture,2024-07-19,M05BA08,Acide zolédronique,sandoz,2000.0,False,2024,7,3,0,Autre
68341093,"isopedia, solution pour perfusion","Capacité de production insuffisante, Augmentation du volume de vente",rupture,2024-10-09,B05BB02,Electrolytes avec glucides,fresenius kabi france,,False,2024,10,4,0,Augmentation demande
68341093,"isopedia, solution pour perfusion","Augmentation du volume de vente, Capacité de production insuffisante",rupture,2024-07-22,B05BB02,Electrolytes avec glucides,fresenius kabi france,,False,2024,7,3,0,Augmentation demande
67894931,"xembify 200 mg/ml, solution injectable sous-cutanée",Autre,rupture,2024-05-30,J06BA01,Immunoglobulines humaines normales pour administration extravasculaire,instituto grifols,,False,2024,5,2,1,Autre
65074589,"imatinib cristers 100 mg, comprimé pelliculé sécable",Capacité de production insuffisante,rupture,2024-06-03,L01EA01,Imatinib,cristers,11.0,False,2024,6,2,1,Capacite production
63213595,"valaciclovir cristers pharma 500 mg, comprimé pelliculé sécable",Capacité de production insuffisante,rupture,2024-06-10,J05AB11,Valaciclovir,cristers,20000.0,False,2024,6,2,1,Capacite production
63927896,"irbesartan/hydrochlorothiazide evolugen pharma 150 mg/12,5 mg, comprimé pelliculé",Autre,rupture,2024-11-30,C09DA04,Irbésartan et diurétiques,evolupharm,4000.0,False,2024,11,4,0,Autre
65951942,"perindopril arginine/indapamide hcs 5 mg/1,25 mg, comprimé sécable",Capacité de production insuffisante,rupture,2024-07-31,C09BA04,Perindopril et diurétiques,hcs (belgique),100.0,False,2024,7,3,0,Capacite production
65951942,"perindopril arginine/indapamide hcs 5 mg/1,25 mg, comprimé sécable",Capacité de production insuffisante,rupture,2024-04-30,C09BA04,Perindopril et diurétiques,hcs (belgique),100.0,False,2024,4,2,1,Capacite production
66554616,"imatinib hcs 100 mg, comprimé pelliculé sécable",Problème qualité : Non conformité aux BPF,rupture,2024-04-05,L01EA01,Imatinib,hcs (belgique),15.0,False,2024,4,2,1,Autre
63609267,"caspofungine tillomed 70 mg, poudre pour solution à diluer pour perfusion",Augmentation du volume de vente,rupture,2024-04-01,J02AX04,Caspofungine,tillomed pharma (allemagne),,False,2024,4,2,1,Augmentation demande
67987353,"caspofungine tillomed 50 mg, poudre pour solution à diluer pour perfusion",Augmentation du volume de vente,rupture,2024-04-01,J02AX04,Caspofungine,tillomed pharma (allemagne),,False,2024,4,2,1,Augmentation demande
69361736,"intratect 100 g/l, solution pour perfusion",Augmentation du volume de vente,rupture,2024-04-02,J06BA02,Immunoglobulines humaines normales pour administration intravasculaire,biotest pharma (allemagne),,False,2024,4,2,1,Augmentation demande
64615821,"extencilline 1,2 mui, poudre et solvant pour suspension injectable im",Autre,rupture,2024-04-14,J01CE08,Benzathine benzylpénicilline,laboratoires delbert,1000.0,False,2024,4,2,1,Autre
67955373,"ivabradine zydus 5 mg, comprimé pelliculé",Autre,rupture,2024-04-29,C01EB17,Ivabradine,zydus france,400.0,False,2024,4,2,1,Autre
60281114,"fentanyl arrow 75 microgrammes/heure, dispositif transdermique",Capacité de production insuffisante,rupture,2024-05-20,N02AB03,Fentanyl,arrow generiques,600.0,False,2024,5,2,1,Capacite production
62042376,"hulio 40 mg, solution injectable en seringue préremplie",Autre,rupture,2024-03-21,L04AB04,Adalimumab,biosimilar collaborations ireland (irlande),1000.0,False,2024,3,1,1,Autre
65432869,"gemcitabine accord 100 mg/ml, solution à diluer pour perfusion",Capacité de production insuffisante,rupture,2024-04-22,L01BC05,Gemcitabine,accord healthcare france,,False,2024,4,2,1,Capacite production
63632013,"methylphenidate biogaran lp 54 mg, comprimé à libération prolongée",Défaut d'approvisionnement en Matière Première,rupture,2024-04-20,N06BA04,Méthylphénidate,biogaran,500.0,False,2024,4,2,1,Approvisionnement matiere
68335966,"santuril 500 mg, comprimé sécable",Difficulté réglementaire,rupture,2024-03-01,M04AB01,Probénécide,lipomed (allemagne),100.0,False,2024,3,1,1,Autre
65203952,"doxycycline biogaran 100 mg, comprimé pelliculé sécable",Problème qualité : Analyse non conforme,rupture,2024-10-10,J01AA02,Doxycycline,biogaran,200000.0,False,2024,10,4,0,Autre
60576634,"glucantime 1,5 g/5 ml, solution injectable",Augmentation du volume de vente,rupture,2024-05-10,P01CB01,Antimoniate de méglumine,sanofi winthrop industrie,70.0,False,2024,5,2,1,Augmentation demande
65132804,"glimepiride zentiva 4 mg, comprimé",Augmentation du volume de vente,rupture,2024-06-24,A10BB12,Glimépiride,zentiva france,20000.0,False,2024,6,2,1,Augmentation demande
61958697,"fluconazole cristers 200 mg, gélule",Capacité de production insuffisante,rupture,2024-03-25,J02AC01,Fluconazole,cristers,800.0,False,2024,3,1,1,Capacite production
69735867,"amlodipine cristers 5 mg, gélule",Augmentation du volume de vente,rupture,2024-03-25,C08CA01,Amlodipine,cristers,30000.0,False,2024,3,1,1,Augmentation demande
64211572,"posaconazole stragen 40 mg/ml, suspension buvable",Arrêt de commercialisation,rupture,2024-04-30,,,stragen-france,,False,2024,4,2,1,Autre
63522848,"ropinirole eg 2 mg, comprimé pelliculé",Augmentation du volume de vente,rupture,2024-03-28,N04BC04,Ropinirole,eg labo - laboratoires eurogenerics,900.0,False,2024,3,1,1,Augmentation demande
66707204,"levetiracetam tillomed 100 mg/ml, solution à diluer pour perfusion",Augmentation du volume de vente,rupture,2024-04-20,N03AX14,Lévétiracétam,tillomed pharma (allemagne),,False,2024,4,2,1,Augmentation demande
64755150,"gadovist 1,0 mmol/ml, solution injectable",Autre,rupture,2024-07-29,V08CA09,Gadobutrol,bayer healthcare,80.0,False,2024,7,3,0,Autre
64726750,"rivaroxaban sandoz 10 mg, comprimé pelliculé",Autre,rupture,2024-05-22,B01AF01,Rivaroxaban,sandoz,1000.0,False,2024,5,2,1,Autre
62203705,"xiop 50 microgrammes/ml, collyre en solution en récipient unidose",Capacité de production insuffisante,rupture,2024-05-03,S01EE01,Latanoprost,horus pharma,10000.0,False,2024,5,2,1,Capacite production
69539377,"ivabradine zydus 7,5 mg, comprimé pelliculé",Autre,rupture,2024-05-10,C01EB17,Ivabradine,zydus france,100.0,False,2024,5,2,1,Autre
62434473,"ibuprofene zentiva lab 400 mg, comprimé pelliculé",Augmentation du volume de vente,rupture,2024-05-27,M01AE01,Ibuprofène,zentiva france,20000.0,False,2024,5,2,1,Augmentation demande
65104751,"carmustine medac 100 mg, poudre et solvant pour solution à diluer pour perfusion",Autre,rupture,2024-07-05,L01AD01,Carmustine,medac gesellschaft fur klinische spezialpraparate (allemagne),,False,2024,7,3,0,Autre
65458013,"digoxine nativelle adultes 0,50 mg/2 ml, solution injectable iv",Capacité de production insuffisante,rupture,2024-05-13,C01AA05,Digoxine,teofarma,70.0,False,2024,5,2,1,Capacite production
68055124,"buprenorphine sandoz 0,4 mg, comprimé sublingual",Autre,rupture,2024-04-30,N07BC01,Buprénorphine,sandoz,1000.0,False,2024,4,2,1,Autre
66773987,"deferasirox sandoz 90 mg, comprimé pelliculé",Autre,rupture,2024-04-30,V03AC03,Déférasirox,sandoz,20.0,False,2024,4,2,1,Autre
62746131,"perindopril arginine hcs 5 mg, comprimé sécable",Augmentation du volume de vente,rupture,2024-05-27,C09AA04,Périndopril,hcs (belgique),300.0,False,2024,5,2,1,Augmentation demande
65569348,"enalapril/lercanidipine krka 20 mg/10 mg, comprimé pelliculé",Capacité de production insuffisante,rupture,2024-06-03,C09BB02,Enalapril et lercanidipine,krka (slovenie),900.0,False,2024,6,2,1,Capacite production
63449026,"rabeprazole zydus 10 mg, comprimé gastro-résistant",Autre,rupture,2024-04-27,A02BC04,Rabéprazole,zydus france,8000.0,False,2024,4,2,1,Autre
67681303,"digoxine nativelle 0,25 mg, comprimé",Capacité de production insuffisante,rupture,2024-04-25,C01AA05,Digoxine,teofarma,70000.0,False,2024,4,2,1,Capacite production
69048652,"ramipril krka 2,5 mg, comprimé",Capacité de production insuffisante,rupture,2024-05-10,C09AA05,Ramipril,krka (slovenie),4000.0,False,2024,5,2,1,Capacite production
69266583,"perindopril arginine/amlodipine hcs 10 mg/10 mg, comprimé",Capacité de production insuffisante,rupture,2024-07-29,C09BB04,Périndopril et amlodipine,hcs (belgique),400.0,False,2024,7,3,0,Capacite production
69266583,"perindopril arginine/amlodipine hcs 10 mg/10 mg, comprimé",Augmentation du volume de vente,rupture,2024-05-20,C09BB04,Périndopril et amlodipine,hcs (belgique),400.0,False,2024,5,2,1,Augmentation demande
60270712,"perindopril/indapamide krka 2 mg/0,625 mg, comprimé",Augmentation du volume de vente,rupture,2024-07-15,C09BA04,Perindopril et diurétiques,krka (slovenie),1000.0,False,2024,7,3,0,Augmentation demande
60270712,"perindopril/indapamide krka 2 mg/0,625 mg, comprimé",Capacité de production insuffisante,rupture,2024-04-19,C09BA04,Perindopril et diurétiques,krka (slovenie),1000.0,False,2024,4,2,1,Capacite production
60054077,"enantone lp 1,88 mg, poudre et solvant pour suspension injectable (s.c.) à libération prolongée en seringue pré-remplie",Autre,rupture,2024-04-15,L02AE02,Leuproréline,takeda france,11.0,False,2024,4,2,1,Autre
60822363,"sugammadex mylan 100 mg/ml, solution injectable",Augmentation du volume de vente,rupture,2024-07-25,V03AB35,Sugammadex,mylan pharmaceuticals (irlande),,False,2024,7,3,0,Augmentation demande
68644681,"civaron 136 mmol/l, solution pour perfusion",Problème qualité : Analyse non conforme,rupture,2024-04-30,B05ZB,SOLUTIONS POUR HÉMOFILTRATION,fresenius medical care deutschland (allemagne),,False,2024,4,2,1,Autre
61101010,"pantoprazole teva sante 40 mg, comprimé gastro-résistant","Capacité de production insuffisante, Augmentation du volume de vente",rupture,2024-01-03,A02BC02,Pantoprazole,teva sante,100000.0,False,2024,1,1,0,Augmentation demande
69426034,"imipenem cilastatine viatris 500 mg/500 mg, poudre pour solution pour perfusion",Capacité de production insuffisante,rupture,2023-07-13,J01DH51,Imipénem et cilastatine,viatris sante,400.0,False,2023,7,3,0,Capacite production
63409505,"levothyrox 88 microgrammes, comprimé sécable",Capacité de production insuffisante,rupture,2022-10-07,H03AA01,Lévothyroxine sodique,merck sante,100000.0,False,2022,10,4,0,Capacite production
61923059,"orelox enfants et nourrissons 40 mg/5 ml, granulés pour suspension buvable",Augmentation du volume de vente,rupture,2024-02-16,J01DD13,Cefpodoxime,teofarma,70000.0,False,2024,2,1,0,Augmentation demande
65519167,"clopidogrel/acide acetylsalicylique viatris 75 mg/75 mg, comprimé pelliculé",Défaut d'approvisionnement en Matière Première,rupture,2023-07-31,B01AC30,Associations (inhibiteurs de l'agrégation plaquettaire sauf héparine),viatris (irlande),100000.0,False,2023,7,3,0,Approvisionnement matiere
68474364,"carvedilol teva 6,25 mg, comprimé sécable",Augmentation du volume de vente,rupture,2024-11-19,C07AG02,Carvédilol,teva sante,3000.0,False,2024,11,4,0,Augmentation demande
68474364,"carvedilol teva 6,25 mg, comprimé sécable",Augmentation du volume de vente,rupture,2023-07-11,C07AG02,Carvédilol,teva sante,3000.0,False,2023,7,3,0,Augmentation demande
67947540,"sitagliptine teva 50 mg, comprimé pelliculé",Capacité de production insuffisante,rupture,2024-04-15,A10BH01,Sitagliptine,teva sante,8000.0,False,2024,4,2,1,Capacite production
67947540,"sitagliptine teva 50 mg, comprimé pelliculé","Capacité de production insuffisante, Augmentation du volume de vente",rupture,2023-10-27,A10BH01,Sitagliptine,teva sante,8000.0,False,2023,10,4,0,Augmentation demande
67947540,"sitagliptine teva 50 mg, comprimé pelliculé",Augmentation du volume de vente,rupture,2023-07-12,A10BH01,Sitagliptine,teva sante,8000.0,False,2023,7,3,0,Augmentation demande
67947540,"sitagliptine teva 50 mg, comprimé pelliculé",Augmentation du volume de vente,rupture,2022-12-30,A10BH01,Sitagliptine,teva sante,8000.0,False,2022,12,4,0,Augmentation demande
61104024,"act-hib 10 microgrammes/0,5 ml, poudre et solvant pour solution injectable en seringue préremplie. vaccin conjugué de l'haemophilus type b",Autre,rupture,2022-12-09,J07AG01,"Haemophilus influenzae B, antigène conjugué purifié",sanofi winthrop industrie,10000.0,False,2022,12,4,0,Autre
66028705,"azithromycine evolugen 250 mg, comprimé pelliculé",Difficulté réglementaire,rupture,2022-01-14,J01FA10,Azithromycine,evolupharm,10000.0,False,2022,1,1,0,Autre
61767005,"telmisartan/hydrochlorothiazide arrow 80 mg/25 mg, comprimé","Augmentation du volume de vente, Autre",rupture,2023-08-03,C09DA07,Telmisartan et diurétiques,arrow generiques,8000.0,False,2023,8,3,0,Augmentation demande
61767005,"telmisartan/hydrochlorothiazide arrow 80 mg/25 mg, comprimé",Capacité de production insuffisante,rupture,2023-01-02,C09DA07,Telmisartan et diurétiques,arrow generiques,8000.0,False,2023,1,1,0,Capacite production
62930672,"midodrine viatris 2,5 mg, comprimé",Augmentation du volume de vente,rupture,2024-01-20,C01CA17,Midodrine,viatris sante,10000.0,False,2024,1,1,0,Augmentation demande
62930672,"midodrine viatris 2,5 mg, comprimé",Augmentation du volume de vente,rupture,2023-07-13,C01CA17,Midodrine,viatris sante,10000.0,False,2023,7,3,0,Augmentation demande
66294200,"monoalgic l.p. 100 mg, comprimé à libération prolongée (une prise quotidienne)",Arrêt de commercialisation,rupture,2022-12-23,,,endo operations,10000.0,False,2022,12,4,0,Autre
61136381,"imatinib arrow lab 400 mg, comprimé pelliculé",Défaut d'approvisionnement en Matière Première,rupture,2023-01-16,L01EA01,Imatinib,eugia pharma (malta) (malte),200.0,False,2023,1,1,0,Approvisionnement matiere
67673769,"olanzapine arrow 10 mg, comprimé",Autre,rupture,2023-02-10,N05AH03,Olanzapine,arrow generiques,4000.0,False,2023,2,1,0,Autre
61788775,"nebivolol krka 5 mg, comprimé sécable",Capacité de production insuffisante,rupture,2024-04-03,C07AB12,Nébivolol,krka (slovenie),2000.0,False,2024,4,2,1,Capacite production
61788775,"nebivolol krka 5 mg, comprimé sécable",Capacité de production insuffisante,rupture,2023-08-24,C07AB12,Nébivolol,krka (slovenie),2000.0,False,2023,8,3,0,Capacite production
61788775,"nebivolol krka 5 mg, comprimé sécable",Capacité de production insuffisante,rupture,2023-02-09,C07AB12,Nébivolol,krka (slovenie),2000.0,False,2023,2,1,0,Capacite production
61788775,"nebivolol krka 5 mg, comprimé sécable",Capacité de production insuffisante,rupture,2022-12-01,C07AB12,Nébivolol,krka (slovenie),2000.0,False,2022,12,4,0,Capacite production
65914011,"oprymea 0,26 mg, comprimé à libération prolongée",Augmentation du volume de vente,rupture,2023-01-30,N04BC05,Pramipexole,krka (slovenie),600.0,False,2023,1,1,0,Augmentation demande
65914011,"oprymea 0,26 mg, comprimé à libération prolongée",Capacité de production insuffisante,rupture,2022-12-05,N04BC05,Pramipexole,krka (slovenie),600.0,False,2022,12,4,0,Capacite production
64467657,"zonisamide sandoz 50 mg, gélule",Autre,rupture,2024-02-05,N03AX15,Zonisamide,sandoz,200.0,False,2024,2,1,0,Autre
67389167,"ceftriaxone zentiva 1 g/3,5 ml, poudre et solvant pour solution injectable (im)",Autre,rupture,2023-01-23,J01DD04,Ceftriaxone,zentiva france,40000.0,False,2023,1,1,0,Autre
67098208,"anagrelide zentiva 0,5 mg, gélule",Autre,rupture,2022-12-06,L01XX35,Anagrélide,zentiva france,100.0,False,2022,12,4,0,Autre
64742740,"inexium 40 mg, poudre pour solution injectable ou pour perfusion",Autre,rupture,2023-02-01,A02BC05,Esoméprazole,laboratoires grunenthal,,False,2023,2,1,0,Autre
69855628,"levodopa/carbidopa/entacapone teva 50 mg/12,5 mg/200 mg, comprimé pelliculé",Autre,rupture,2023-02-03,N04BA03,"Lévodopa, inhibiteur de la décarboxylase et inhibiteur de la COMT",teva sante,100.0,False,2023,2,1,0,Autre
63244391,"omeprazole zentiva lab 20 mg, gélule gastro-résistante",Capacité de production insuffisante,rupture,2022-12-06,A02BC01,Oméprazole,zentiva france,700000.0,False,2022,12,4,0,Capacite production
69855628,"levodopa/carbidopa/entacapone teva 50 mg/12,5 mg/200 mg, comprimé pelliculé","Augmentation du volume de vente, Capacité de production insuffisante",rupture,2024-06-07,N04BA03,"Lévodopa, inhibiteur de la décarboxylase et inhibiteur de la COMT",teva sante,100.0,False,2024,6,2,1,Augmentation demande
66470506,"alfatil lp 500 mg, comprimé pelliculé à libération prolongée",Augmentation du volume de vente,rupture,2023-01-10,J01DC04,Céfaclor,laboratoires ethypharm,70000.0,False,2023,1,1,0,Augmentation demande
67470427,"lacosamide arrow 50 mg, comprimé pelliculé",Défaut d'approvisionnement en Matière Première,rupture,2022-12-12,N03AX18,Lacosamide,arrow generiques,60.0,False,2022,12,4,0,Approvisionnement matiere
68588503,"levothyrox 25 microgrammes, comprimé sécable",Autre,rupture,2022-12-15,H03AA01,Lévothyroxine sodique,merck sante,1000000.0,False,2022,12,4,0,Autre
62715965,"eurelix 6 mg, gélule gastro-résistante",Problème qualité : Analyse non conforme,rupture,2022-12-15,C03CA03,Pirétanide,sanofi winthrop industrie,7000.0,False,2022,12,4,0,Autre
62669247,"chlorure de sodium 0,9 % b. braun, solution pour perfusion",Augmentation du volume de vente,rupture,2024-03-06,B05XA03,Chlorure de sodium,b braun medical,100000.0,False,2024,3,1,1,Augmentation demande
65539091,"olanzapine teva 5 mg, comprimé orodispersible","Augmentation du volume de vente, Capacité de production insuffisante",rupture,2024-02-19,N05AH03,Olanzapine,teva (pays-bas),6000.0,False,2024,2,1,0,Augmentation demande
65539091,"olanzapine teva 5 mg, comprimé orodispersible",Capacité de production insuffisante,rupture,2023-11-14,N05AH03,Olanzapine,teva (pays-bas),6000.0,False,2023,11,4,0,Capacite production
62932591,"amisulpride zentiva 100 mg, comprimé sécable",Autre,rupture,2023-02-27,N05AL05,Amisulpride,zentiva france,6000.0,False,2023,2,1,0,Autre
64615248,"atenolol zentiva 100 mg, comprimé sécable",Augmentation du volume de vente,rupture,2023-07-07,C07AB03,Aténolol,zentiva france,30000.0,False,2023,7,3,0,Augmentation demande
64615248,"atenolol zentiva 100 mg, comprimé sécable",Augmentation du volume de vente,rupture,2023-06-12,C07AB03,Aténolol,zentiva france,30000.0,False,2023,6,2,1,Augmentation demande
66797785,"gabapentine zentiva 800 mg, comprimé pelliculé",Défaut d'approvisionnement en Matière Première,rupture,2023-07-06,N02BF01,Gabapentine,zentiva france,1000.0,False,2023,7,3,0,Approvisionnement matiere
68819052,"terlipressine altan 1 mg/8,5 ml, solution injectable",Autre,rupture,2022-11-28,H01BA04,Terlipressine,altan pharma (irlande),,False,2022,11,4,0,Autre
61841085,"betadine scrub 4 %, solution pour application cutanée en récipient unidose",Autre,rupture,2022-12-20,D08AG02,Povidone iodée,meda pharma,,False,2022,12,4,0,Autre
64859811,"eplerenone zentiva 50 mg, comprimé pelliculé",Augmentation du volume de vente,rupture,2023-01-09,C03DA04,Eplérénone,zentiva france,2000.0,False,2023,1,1,0,Augmentation demande
64859811,"eplerenone zentiva 50 mg, comprimé pelliculé",Capacité de production insuffisante,rupture,2022-12-12,C03DA04,Eplérénone,zentiva france,2000.0,False,2022,12,4,0,Capacite production
67422400,"bisoprolol zentiva 10 mg, comprimé pelliculé sécable",Capacité de production insuffisante,rupture,2022-12-19,C07AB07,Bisoprolol,zentiva france,20000.0,False,2022,12,4,0,Capacite production
63074380,"fentanyl zentiva 50 microgrammes/heure, dispositif transdermique",Autre,rupture,2022-12-12,N02AB03,Fentanyl,zentiva france,1000.0,False,2022,12,4,0,Autre
66628995,"esomeprazole zentiva 40 mg, gélule gastro-résistante",Capacité de production insuffisante,rupture,2022-12-15,A02BC05,Esoméprazole,zentiva france,400000.0,False,2022,12,4,0,Capacite production
68293225,"clarithromycine almus 500 mg, comprimé pelliculé","Difficulté réglementaire, Augmentation du volume de vente",rupture,2022-12-29,J01FA09,Clarithromycine,biogaran,7000.0,False,2022,12,4,0,Augmentation demande
66402996,"mirtazapine biogaran 15 mg, comprimé orodispersible",Défaut d'approvisionnement en Matière Première,rupture,2023-03-08,N06AX11,Mirtazapine,biogaran,100000.0,False,2023,3,1,1,Approvisionnement matiere
61912415,"spiramycine/metronidazole teva 750.000 ui/125 mg, comprimé pelliculé","Augmentation du volume de vente, Autre, Arrêt de commercialisation",rupture,2023-01-12,J01RA04,Spiramycine et métronidazole,teva sante,9000.0,False,2023,1,1,0,Augmentation demande
