titre,date_creation,date_maj,date_debut,date_fin,statut,type_produit,domaine_medical,url_ansm,dci_extraite,nom_commercial,dci_norm,annee_debut,mois_debut,annee_mois,en_cours,is_rupture,is_tension,loaded_at,source,ATC1,ATC2,ATC3,ATC4,ATC5,L_ATC5,ATC4_source
"Ogivri 420 mg, poudre pour solution à diluer pour perfusion – [trastuzumab]",2026-04-03,2026-05-18,2026-03-31,,Rupture de stock,Médicaments,Oncologie/Radiothérapie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/ogivri-420-mg-poudre-pour-solution-a-diluer-pour-perfusion-trastuzumab,trastuzumab,"Ogivri 420 mg, poudre pour solution à diluer pour perfusion",trastuzumab,2026,3,2026-03,1,1,0,20260608,ANSM_DISPO_2026,,,,,,,
"Mitomycine Accord 20 mg, poudre pour solution injectable / perfusion ou voie intravésicale – [mitomycine]",2025-06-27,2026-05-13,2025-05-31,,Tension d'approvisionnement,Médicaments,Oncologie/Radiothérapie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/mitomycine-accord-20-mg-poudre-pour-solution-injectable-perfusion-ou-voie-intravesicale-mitomycine,mitomycine,"Mitomycine Accord 20 mg, poudre pour solution injectable / perfusion ou voie intravésicale",mitomycine,2025,5,2025-05,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Un-Alfa 0,10 microgramme, solution buvable en gouttes – [alfacalcidol]",2025-09-01,2026-05-13,2025-11-19,2025-11-19,Remise à disposition,Médicaments,"Endocrinologie, Néphrologie",https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/un-alfa-0-10-microgramme-solution-buvable-en-gouttes-alfacalcidol,alfacalcidol,Un,alfacalcidol,2025,11,2025-11,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Rifadine 300 mg, gélule (boites de 8 et de 30 gélules) – [rifampicine]",2024-04-18,2026-05-12,2024-03-21,,Tension d'approvisionnement,Médicaments,Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/rifadine-300-mg-gelule-rifampicine,rifampicine,"Rifadine 300 mg, gélule (boites de 8 et de 30 gélules)",rifampicine,2024,3,2024-03,1,0,1,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Cyanokit 5 g, poudre pour solution pour perfusion – [hydroxocobalamine]",2024-10-18,2026-05-12,2026-05-12,2026-05-12,Remise à disposition,Médicaments,Anesthésie/Réanimation/Soins intensifs,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/cyanokit-5-g-poudre-pour-solution-pour-perfusion-hydroxocobalamine,hydroxocobalamine,"Cyanokit 5 g, poudre pour solution pour perfusion",hydroxocobalamine,2026,5,2026-05,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Dexocol 1 mg/mL, collyre en solution – [dexaméthasone (phosphate sodique de)]",2025-07-02,2026-05-12,2025-03-05,,Tension d'approvisionnement,Médicaments,Ophtalmologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/dexocol-1-mg-ml-collyre-en-solution-dexamethasone-phosphate-sodique-de,dexaméthasone (phosphate sodique de),"Dexocol 1 mg/mL, collyre en solution",dexaméthasone,2025,3,2025-03,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Concerta LP 36 mg, comprimé à libération prolongée – [méthylphénidate (chlorhydrate de)]",2022-06-17,2026-05-12,2022-06-09,,Rupture de stock,Médicaments,Psychiatrie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/concerta-lp-comprime-a-liberation-prolongee-methylphenidate-chlorhydrate-de,méthylphénidate (chlorhydrate de),"Concerta LP 36 mg, comprimé à libération prolongée",méthylphénidate,2022,6,2022-06,1,1,0,20260608,ANSM_DISPO_2026,,,,,,,
"Concerta LP 18 mg, comprimé à libération prolongée – [méthylphénidate (chlorhydrate de)]",2022-06-17,2026-05-12,2026-05-12,2026-05-12,Remise à disposition,Médicaments,Psychiatrie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/concerta-lp-18-mg-comprime-a-liberation-prolongee-methylphenidate-chlorhydrate-de,méthylphénidate (chlorhydrate de),"Concerta LP 18 mg, comprimé à libération prolongée",méthylphénidate,2026,5,2026-05,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Zophren 2 mg/ml, solution injectable en ampoule (IV)  – [ondansétron]",2023-12-07,2026-05-11,2023-12-01,,Tension d'approvisionnement,Médicaments,Hépato-gastroentérologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/zophren-2-mg-ml-solution-injectable-en-ampoule-iv-ondansetron,ondansétron,"Zophren 2 mg/ml, solution injectable en ampoule (IV)",ondansétron,2023,12,2023-12,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Azactam 1 g, poudre et solution pour usage parentéral – [aztréonam]",2024-02-14,2026-05-11,2024-04-04,,Rupture de stock,Médicaments,Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/azactam-1-g-poudre-et-solution-pour-usage-parenteral-aztreonam,aztréonam,"Azactam 1 g, poudre et solution pour usage parentéral",aztréonam,2024,4,2024-04,1,1,0,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Oncovin 1 mg, solution injectable – [vincristine (sulfate de)]",2025-07-31,2026-05-11,2026-02-20,2026-02-20,Remise à disposition,Médicaments,Oncologie/Radiothérapie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/oncovin-1-mg-solution-injectable-vincristine-sulfate-de,vincristine (sulfate de),"Oncovin 1 mg, solution injectable",vincristine,2026,2,2026-02,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Victan 2 mg, comprimé pelliculé sécable – [loflazépate d'éthyle]",2026-02-09,2026-05-11,2026-01-26,,Rupture de stock,Médicaments,"Addictologie, Neurologie",https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/victan-2-mg-comprime-pellicule-secable-loflazepate-dethyle,loflazépate d'éthyle,"Victan 2 mg, comprimé pelliculé sécable",loflazépate d'éthyle,2026,1,2026-01,1,1,0,20260608,ANSM_DISPO_2026,,,,,,,
"Lonquex 6 mg/0,6 mL, solution injectable – [lipegfilgrastim ((bacterie/escherichia coli))]",2026-05-07,,2026-03-11,,Tension d'approvisionnement,Médicaments,Oncologie/Radiothérapie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/lonquex-6-mg-0-6-ml-solution-injectable-lipegfilgrastim-bacterie-escherichia-coli,lipegfilgrastim ((bacterie/escherichia coli)),"Lonquex 6 mg/0,6 mL, solution injectable",lipegfilgrastim),2026,3,2026-03,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Synarel 0,2 mg/dose, solution pour pulvérisation nasale – [nafaréline (acétate de)]",2026-05-07,,2026-03-26,,Tension d'approvisionnement,Médicaments,Gynécologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/synarel-0-2-mg-dose-solution-pour-pulverisation-nasale-nafareline-acetate-de,nafaréline (acétate de),"Synarel 0,2 mg/dose, solution pour pulvérisation nasale",nafaréline,2026,3,2026-03,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Concerta LP 54 mg, comprimé à libération prolongée – [méthylphénidate (chlorhydrate de)]",2022-06-17,2026-05-07,2026-05-05,2026-05-05,Remise à disposition,Médicaments,Psychiatrie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/concerta-lp-54-mg-comprime-a-liberation-prolongee-methylphenidate-chlorhydrate-de,méthylphénidate (chlorhydrate de),"Concerta LP 54 mg, comprimé à libération prolongée",méthylphénidate,2026,5,2026-05,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Héparine calcique Panpharma 25 000 UI/mL, solution injectable en seringue pré-remplie de 0,2 ml  (S.C.) – [héparine calcique]",2026-03-27,2026-05-07,2026-03-05,,Tension d'approvisionnement,Médicaments,Cardiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/heparine-calcique-panpharma-25-000-ui-ml-solution-injectable-en-seringue-pre-remplie-de-0-2-ml-s-c-heparine-calcique,héparine calcique,"Héparine calcique Panpharma 25 000 UI/mL, solution injectable en seringue pré",héparine calcique,2026,3,2026-03,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Ritonavir Arrow 100 mg, comprimé pelliculé – [ritonavir]",2026-05-07,2026-05-07,2026-05-06,,Rupture de stock,Médicaments,Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/ritonavir-arrow-100-mg-comprime-pellicule-ritonavir,ritonavir,"Ritonavir Arrow 100 mg, comprimé pelliculé",ritonavir,2026,5,2026-05,1,1,0,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Dilantin 250 mg/5 ml, solution injectable – [phénytoïne sodique]",2025-12-01,2026-05-07,2025-10-01,,Rupture de stock,Médicaments,Neurologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/dilantin-250-mg-5-ml-solution-injectable-phenytoine-sodique,phénytoïne sodique,"Dilantin 250 mg/5 ml, solution injectable",phénytoïne sodique,2025,10,2025-10,1,1,0,20260608,ANSM_DISPO_2026,,,,,,,
"Atgam 50 mg/mL, solution à diluer pour perfusion – [immunoglobuline équine anti-lymphocyte T humain]",2026-05-06,,2026-03-23,,Tension d'approvisionnement,Médicaments,Immunologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/atgam-50-mg-ml-solution-a-diluer-pour-perfusion-immunoglobuline-equine-anti-lymphocyte-t-humain,immunoglobuline équine anti-lymphocyte T humain,"Atgam 50 mg/mL, solution à diluer pour perfusion",immunoglobuline équine anti-lymphocyte t humain,2026,3,2026-03,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Biltricide 600 mg, comprimé pelliculé quadrisécable – [praziquantel]",2024-09-10,2026-05-06,2024-09-09,,Rupture de stock,Médicaments,Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/biltricide-600-mg-comprime-pellicule-quadrisecable-praziquantel,praziquantel,"Biltricide 600 mg, comprimé pelliculé quadrisécable",praziquantel,2024,9,2024-09,1,1,0,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Omjjara 100 mg, comprimé pelliculé – [momélotinib (dichlorhydrate de)]",2026-03-16,2026-05-06,2026-05-06,2026-05-06,Remise à disposition,Médicaments,Hématologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/omjjara-100-mg-comprime-pellicule-momelotinib-dichlorhydrate-de,momélotinib (dichlorhydrate de),"Omjjara 100 mg, comprimé pelliculé",momélotinib,2026,5,2026-05,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Tegretol 20 mg/ml, suspension buvable – [carbamazépine]",2026-04-20,2026-05-06,2026-05-06,2026-05-06,Remise à disposition,Médicaments,Neurologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/tegretol-20-mg-ml-suspension-buvable-carbamazepine,carbamazépine,"Tegretol 20 mg/ml, suspension buvable",carbamazépine,2026,5,2026-05,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Diprostene, suspension injectable en seringue pré-remplie – [bétaméthasone (dipropionate de), bétaméthasone (phosphate sodique de)]",2026-05-05,,2026-04-22,,Tension d'approvisionnement,Médicaments,"Dermatologie, ORL, Rhumatologie",https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/diprostene-suspension-injectable-en-seringue-pre-remplie-betamethasone-dipropionate-de-betamethasone-phosphate-sodique-de,"bétaméthasone (dipropionate de), bétaméthasone (phosphate sodique de)","Diprostene, suspension injectable en seringue pré","bétaméthasone, bétaméthasone",2026,4,2026-04,1,0,1,20260608,ANSM_DISPO_2026,,,,R06,,,fallback_domaine
"Ipratropium Teva 0,5 mg/2 ml adultes, solution pour inhalation par nébuliseur en récipient unidose – [ipratropium (bromure d')",2024-03-12,2026-05-05,2026-03-24,2026-03-24,Remise à disposition,Médicaments,Pneumologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/ipratropium-teva-0-5-mg-2-ml-adultes-solution-pour-inhalation-par-nebuliseur-en-recipient-unidose-ipratropium-bromure-d,,"Ipratropium Teva 0,5 mg/2 ml adultes, solution pour inhalation par nébuliseur en récipient unidose",,2026,3,2026-03,0,0,0,20260608,ANSM_DISPO_2026,,,,R03,,,fallback_domaine
"Maginjectable 0,8 pour cent, solution injectable – [magnésium (pidolate de)]",2025-01-28,2026-05-05,2026-01-19,2026-01-19,Remise à disposition,Médicaments,Hépato-gastroentérologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/maginjectable-0-8-pour-cent-solution-injectable-magnesium-pidolate-de,magnésium (pidolate de),"Maginjectable 0,8 pour cent, solution injectable",magnésium,2026,1,2026-01,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Repatha 140 mg, solution injectable en stylo prérempli – [evolocumab (mammifère/hamster/cellules cho)]",2025-04-28,2026-05-05,2026-02-26,2026-02-26,Remise à disposition,Médicaments,"Endocrinologie, Neurologie, Cardiologie",https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/repatha-140-mg-solution-injectable-en-stylo-prerempli-evolocumab-mammifere-hamster-cellules-cho,evolocumab (mammifère/hamster/cellules cho),"Repatha 140 mg, solution injectable en stylo prérempli",evolocumab,2026,2,2026-02,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Sibnayal 8 mEq, granulés à libération prolongée – [potassium (bicarbonate de) /potassium (citrate de)]",2025-09-22,2026-05-05,2026-04-01,2026-04-01,Remise à disposition,Médicaments,Néphrologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/sibnayal-8-meq-granules-a-liberation-prolongee-potassium-bicarbonate-de-potassium-citrate-de,potassium (bicarbonate de) /potassium (citrate de),"Sibnayal 8 mEq, granulés à libération prolongée",potassium /potassium,2026,4,2026-04,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Fluvoxamine 100 mg, comprimé pelliculé sécable – [fluvoxamine (maléate de)]",2026-01-20,2026-05-05,2026-04-14,2026-04-14,Remise à disposition,Médicaments,Psychiatrie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/fluvoxamine-100-mg-comprime-pellicule-secable-fluvoxamine-maleate-de,fluvoxamine (maléate de),"Fluvoxamine 100 mg, comprimé pelliculé sécable",fluvoxamine,2026,4,2026-04,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Varilrix, poudre et solvant pour solution injectable en seringue préremplie. Vaccin varicelleux (vivant) – [virus de la varicelle souche Oka (vivant, atténué) ((mammifères/humain/cellules diploïdes MRC-5))]",2026-04-27,2026-05-05,2026-03-26,,Tension d'approvisionnement,Vaccins,Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/varilrix-poudre-et-solvant-pour-solution-injectable-en-seringue-preremplie-vaccin-varicelleux-vivant-virus-de-la-varicelle-souche-oka-vivant-attenue-mammiferes-humain-cellules-diploides-mrc-5,"virus de la varicelle souche Oka (vivant, atténué) ((mammifères/humain/cellules diploïdes MRC-5))","Varilrix, poudre et solvant pour solution injectable en seringue préremplie. Vaccin varicelleux (vivant)",virus de la varicelle souche oka),2026,3,2026-03,1,0,1,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Burinex 1 mg et 5 mg, comprimé – [bumétanide]",2026-05-04,,2026-04-16,,Tension d'approvisionnement,Médicaments,"Néphrologie, Cardiologie",https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/burinex-1-mg-et-5-mg-comprime-bumetanide,bumétanide,"Burinex 1 mg et 5 mg, comprimé",bumétanide,2026,4,2026-04,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Dobutamine Panpharma 250 mg/20 ml, solution à diluer pour perfusion – [dobutamine (chlorhydrate de)]",2026-05-04,,2026-04-03,,Tension d'approvisionnement,Médicaments,Cardiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/dobutamine-panpharma-250-mg-20-ml-solution-a-diluer-pour-perfusion-dobutamine-chlorhydrate-de,dobutamine (chlorhydrate de),"Dobutamine Panpharma 250 mg/20 ml, solution à diluer pour perfusion",dobutamine,2026,4,2026-04,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Pylera 140 mg/125 mg/125 mg, gélule – [bismuth potassique (sous-citrate de) /métronidazole /tétracycline (chlorhydrate de)]",2023-07-27,2026-05-04,2025-11-01,2025-11-01,Remise à disposition,Médicaments,Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/pylera-140-mg-125-mg-125-mg-gelule-bismuth-potassique-sous-citrate-de-metronidazole-tetracycline-chlorhydrate-de,bismuth potassique (sous-citrate de) /métronidazole /tétracycline (chlorhydrate de),"Pylera 140 mg/125 mg/125 mg, gélule",bismuth potassique /métronidazole /tétracycline,2025,11,2025-11,0,0,0,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Baclofène EG 10 mg, comprimé sécable – [baclofène]",2025-02-10,2026-05-04,2025-12-15,2025-12-15,Remise à disposition,Médicaments,Neurologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/baclofene-eg-10-mg-comprime-secable-baclofene,baclofène,"Baclofène EG 10 mg, comprimé sécable",baclofène,2025,12,2025-12,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Imukin 2 X 10⁶ UI (0,1 mg), solution injectable – [interféron gamma-1b]",2026-01-08,2026-05-04,2026-05-04,2026-05-04,Remise à disposition,Médicaments,Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/imukin-2-x-106-ui-0-1-mg-solution-injectable-interferon-gamma-1b,interféron gamma-1b,"Imukin 2 X 10⁶ UI (0,1 mg), solution injectable",interféron gamma-1b,2026,5,2026-05,0,0,0,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Cardiorythmine 50 mg/10 ml, solution injectable – [ajmaline]",2026-05-04,2026-05-04,2011-11-17,,Arrêt de commercialisation,Médicaments,Cardiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/cardiorythmine-50-mg-10-ml-solution-injectable-ajmaline,ajmaline,"Cardiorythmine 50 mg/10 ml, solution injectable",ajmaline,2011,11,2011-11,1,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Chlorhydrate d'oxybuprocaïne Thea 1,6 mg/0,4 ml, collyre en récipient unidose – Boites de 20 unidoses et boites de 100 unidoses – [chlorhydrate d'oxybuprocaïne]",2026-01-29,2026-04-30,2025-12-23,,Tension d'approvisionnement,Médicaments,Ophtalmologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/chlorhydrate-doxybuprocaine-thea-1-6-mg-0-4-ml-collyre-en-recipient-unidose-boites-de-20-unidoses-et-boites-de-100-unidoses-chlorhydrate-doxybuprocaine,chlorhydrate d'oxybuprocaïne,"Chlorhydrate d'oxybuprocaïne Thea 1,6 mg/0,4 ml, collyre en récipient unidose",chlorhydrate d'oxybuprocaïne,2025,12,2025-12,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Digidot 80mg, poudre pour solution pour perfusion (Digifab importation) – [Fragment Fab d’immunoglobuline antidigitalique ovin]",2020-08-20,2026-04-28,2011-04-11,,Arrêt de commercialisation,Médicaments,Cardiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/digidot-80mg-poudre-pour-solution-pour-perfusion-digifab-importation-fragment-fab-dimmunoglobuline-antidigitalique-ovin,Fragment Fab d’immunoglobuline antidigitalique ovin,"Digidot 80mg, poudre pour solution pour perfusion (Digifab importation)",fragment fab d’immunoglobuline antidigitalique ovin,2011,4,2011-04,1,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Imogam Rage 150 UI/mL, solution injectable – [Immunoglobuline humaine rabique]",2022-05-24,2026-04-28,2022-12-31,,Arrêt de commercialisation,Médicaments,Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/imogam-rage-150-ui-ml-solution-injectable-immunoglobuline-humaine-rabique,Immunoglobuline humaine rabique,"Imogam Rage 150 UI/mL, solution injectable",immunoglobuline humaine rabique,2022,12,2022-12,1,0,0,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Méthylphénidate Viatris LP, comprimé à libération prolongée – [méthylphénidate (chlorhydrate de)]",2022-06-21,2026-04-27,2023-06-08,,Tension d'approvisionnement,Médicaments,Psychiatrie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/methylphenidate-viatris-lp-comprime-a-liberation-prolongee-methylphenidate-chlorhydrate-de,méthylphénidate (chlorhydrate de),"Méthylphénidate Viatris LP, comprimé à libération prolongée",méthylphénidate,2023,6,2023-06,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Lyrica 20 mg/ml, solution buvable – [prégabaline]",2026-01-19,2026-04-27,2026-04-27,2026-04-27,Remise à disposition,Médicaments,"Psychiatrie, Neurologie",https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/lyrica-20-mg-ml-solution-buvable-pregabaline,prégabaline,"Lyrica 20 mg/ml, solution buvable",prégabaline,2026,4,2026-04,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Dopamine Viatris 40 mg/ml, solution pour perfusion – [dopamine (chlorhydrate de)]",2025-11-14,2026-04-27,2026-04-24,2026-04-24,Remise à disposition,Médicaments,Cardiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/dopamine-viatris-40-mg-ml-solution-pour-perfusion-dopamine-chlorhydrate-de,dopamine (chlorhydrate de),"Dopamine Viatris 40 mg/ml, solution pour perfusion",dopamine,2026,4,2026-04,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Tibéral 1 g, solution injectable pour perfusion – [ornidazole]",2025-11-18,2026-04-27,2025-11-05,,Rupture de stock,Médicaments,Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/tiberal-1-g-solution-injectable-pour-perfusion-ornidazole,ornidazole,"Tibéral 1 g, solution injectable pour perfusion",ornidazole,2025,11,2025-11,1,1,0,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Varivax, poudre et solvant pour suspension injectable en seringue préremplie. Vaccin varicelleux (vivant) – [virus de la varicelle souche Oka (vivant, atténué) ((mammifères/humain/cellules diploïdes MRC-5))]",2026-04-15,2026-04-27,2026-01-20,,Tension d'approvisionnement,Vaccins,Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/varivax-poudre-et-solvant-pour-suspension-injectable-en-seringue-preremplie-vaccin-varicelleux-vivant-virus-de-la-varicelle-souche-oka-vivant-attenue-mammiferes-humain-cellules-diploides-mrc-5,"virus de la varicelle souche Oka (vivant, atténué) ((mammifères/humain/cellules diploïdes MRC-5))","Varivax, poudre et solvant pour suspension injectable en seringue préremplie. Vaccin varicelleux (vivant)",virus de la varicelle souche oka),2026,1,2026-01,1,0,1,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Mitomycine Accord 10 mg, poudre pour solution injectable / perfusion ou voie intravésicale – [mitomycine]",2025-06-27,2026-04-24,2026-04-24,,Rupture de stock,Médicaments,Oncologie/Radiothérapie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/mitomycine-accord-10-mg-poudre-pour-solution-injectable-perfusion-ou-voie-intravesicale-mitomycine,mitomycine,"Mitomycine Accord 10 mg, poudre pour solution injectable / perfusion ou voie intravésicale",mitomycine,2026,4,2026-04,1,1,0,20260608,ANSM_DISPO_2026,,,,,,,
"Bendamustine Hikma 2,5 mg/ml, poudre pour solution à diluer pour perfusion – [bendamustine (chlorhydrate de) monohydraté]",2025-05-28,2026-04-23,2026-04-23,2026-04-23,Remise à disposition,Médicaments,Oncologie/Radiothérapie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/bendamustine-hikma-2-5-mg-ml-poudre-pour-solution-a-diluer-pour-perfusion-bendamustine-chlorhydrate-de-monohydrate,bendamustine (chlorhydrate de) monohydraté,"Bendamustine Hikma 2,5 mg/ml, poudre pour solution à diluer pour perfusion",bendamustine monohydraté,2026,4,2026-04,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Combantrin 125 mg, comprimé – [pyrantel (embonate de)]",2025-10-17,2026-04-23,2025-12-15,2025-12-15,Remise à disposition,Médicaments,Infectiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/combantrin-125-mg-comprime-pyrantel-embonate-de-1,pyrantel (embonate de),"Combantrin 125 mg, comprimé",pyrantel,2025,12,2025-12,0,0,0,20260608,ANSM_DISPO_2026,,,,J01,,,fallback_domaine
"Teralithe 250 mg, comprimé sécable – [lithium (carbonate de)]",2025-10-23,2026-04-22,2025-09-17,,Tension d'approvisionnement,Médicaments,Psychiatrie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/teralithe-250-mg-comprime-secable-lithium-carbonate-de,lithium (carbonate de),"Teralithe 250 mg, comprimé sécable",lithium,2025,9,2025-09,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Protexel 50 UI/mL, poudre et solvant pour solution injectable – [protéine C humaine]",2025-08-01,2026-04-22,2026-04-22,2026-04-22,Remise à disposition,Médicaments,Hématologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/protexel-50-ui-ml-poudre-et-solvant-pour-solution-injectable-proteine-c-humaine,protéine C humaine,"Protexel 50 UI/mL, poudre et solvant pour solution injectable",protéine c humaine,2026,4,2026-04,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
Rispéridone 3 mg comprimé orodispersible – [rispéridone],2025-02-05,2026-04-22,2025-09-24,,Rupture de stock,Médicaments,Psychiatrie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/risperidone-3-mg-comprime-orodispersible-risperidone,rispéridone,Rispéridone 3 mg comprimé orodispersible,rispéridone,2025,9,2025-09,1,1,0,20260608,ANSM_DISPO_2026,,,,,,,
"Nitrendipine Viatris 10 mg, comprimé et Nitrendipine Viatris 20 mg, comprimé sécable - [nitrendipine]",2026-04-21,,2026-03-16,,Tension d'approvisionnement,Médicaments,Cardiologie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/nitrendipine-viatris-10-mg-comprime-et-nitrendipine-viatris-20-mg-comprime-secable-nitrendipine,nitrendipine,"Nitrendipine Viatris 10 mg, comprimé et Nitrendipine Viatris 20 mg, comprimé sécable",nitrendipine,2026,3,2026-03,1,0,1,20260608,ANSM_DISPO_2026,,,,,,,
"Zypadhera 405 mg, poudre et solvant pour suspension injectable à libération prolongée – [olanzapine (pamoate d') monohydraté]",2026-04-21,,2026-04-21,2026-04-21,Remise à disposition,Médicaments,Psychiatrie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/zypadhera-405-mg-poudre-et-solvant-pour-suspension-injectable-a-liberation-prolongee-olanzapine-pamoate-d-monohydrate,olanzapine (pamoate d') monohydraté,"Zypadhera 405 mg, poudre et solvant pour suspension injectable à libération prolongée",olanzapine monohydraté,2026,4,2026-04,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
"Zypadhera 210 mg, poudre et solvant pour suspension injectable à libération prolongée – [olanzapine (pamoate d') monohydraté]",2026-04-21,,2026-04-21,2026-04-21,Remise à disposition,Médicaments,Psychiatrie,https://ansm.sante.fr/disponibilites-des-produits-de-sante/medicaments/zypadhera-210-mg-poudre-et-solvant-pour-suspension-injectable-a-liberation-prolongee-olanzapine-pamoate-d-monohydrate,olanzapine (pamoate d') monohydraté,"Zypadhera 210 mg, poudre et solvant pour suspension injectable à libération prolongée",olanzapine monohydraté,2026,4,2026-04,0,0,0,20260608,ANSM_DISPO_2026,,,,,,,
